date,asset,sigma
2017-07-31,GLD,0.009120985860255244
2017-07-31,DBC,0.011890836999197272
2017-08-31,SPY,0.010502461448786714
2017-08-31,VEA,0.010684381302102294
2017-08-31,EEM,0.01319273027770123
2017-08-31,IEF,0.004589972108968331
2017-08-31,TLT,0.006834378052582473
2017-08-31,TIP,0.004534108159378232
2017-08-31,LQD,0.005625900355782187
2017-08-31,VNQ,0.009115551142487082
2017-08-31,GLD,0.009178375399424416
2017-08-31,DBC,0.011747861996539837
2017-09-29,SPY,0.010471455410096487
2017-09-29,VEA,0.010711569041455798
2017-09-29,EEM,0.013143509550480778
2017-09-29,IEF,0.004529538767002981
2017-09-29,TLT,0.006780782834894061
2017-09-29,TIP,0.004494218544634345
2017-09-29,LQD,0.005669140471621766
2017-09-29,VNQ,0.009254808056812506
2017-09-29,GLD,0.00924033395258868
2017-09-29,DBC,0.011955599030224329
2017-10-31,SPY,0.010462589309408233
2017-10-31,VEA,0.01063321097578198
2017-10-31,EEM,0.013058518782037237
2017-10-31,IEF,0.004506984388639133
2017-10-31,TLT,0.006728283922182796
2017-10-31,TIP,0.004473324337685435
2017-10-31,LQD,0.005710302532343102
2017-10-31,VNQ,0.009225581213272997
2017-10-31,GLD,0.009181667255038549
2017-10-31,DBC,0.01200151986767358
2017-11-30,SPY,0.010556970866512423
2017-11-30,VEA,0.010757213253907176
2017-11-30,EEM,0.013203898870439188
2017-11-30,IEF,0.004532445754840568
2017-11-30,TLT,0.0067259795398038474
2017-11-30,TIP,0.004446704151564602
2017-11-30,LQD,0.005677664461836704
2017-11-30,VNQ,0.009164588886634054
2017-11-30,GLD,0.009159590160427132
2017-11-30,DBC,0.01209099586865351
2017-12-29,SPY,0.010492414349624418
2017-12-29,VEA,0.010814706940401816
2017-12-29,EEM,0.013234407673759134
2017-12-29,IEF,0.00455208252331022
2017-12-29,TLT,0.006691424636360368
2017-12-29,TIP,0.004446549829622665
2017-12-29,LQD,0.005620458014148092
2017-12-29,VNQ,0.00921240074372157
2017-12-29,GLD,0.00917758748686017
2017-12-29,DBC,0.012002771122524611
2018-01-31,SPY,0.010694287979895826
2018-01-31,VEA,0.010918041312325176
2018-01-31,EEM,0.013335309201850143
2018-01-31,IEF,0.004577135727575231
2018-01-31,TLT,0.00671962098168254
2018-01-31,TIP,0.004477449108280853
2018-01-31,LQD,0.005729157810059396
2018-01-31,VNQ,0.009205689089609743
2018-01-31,GLD,0.009142182323476406
2018-01-31,DBC,0.012083516851009557
2018-02-28,SPY,0.010711395412458384
2018-02-28,VEA,0.010847815499177108
2018-02-28,EEM,0.013277063794011713
2018-02-28,IEF,0.004554457441667133
2018-02-28,TLT,0.006767247315916598
2018-02-28,TIP,0.004459207652344307
2018-02-28,LQD,0.005719796308081421
2018-02-28,VNQ,0.009178673819699437
2018-02-28,GLD,0.009167913275130895
2018-02-28,DBC,0.012019604841029326
2018-03-30,SPY,0.010725026717442361
2018-03-30,VEA,0.010809046472728864
2018-03-30,EEM,0.013374056493626607
2018-03-30,IEF,0.004552778837214159
2018-03-30,TLT,0.006754720640960641
2018-03-30,TIP,0.004452537567866988
2018-03-30,LQD,0.005711444829006857
2018-03-30,VNQ,0.009222802310956561
2018-03-30,GLD,0.009191248257535978
2018-03-30,DBC,0.012055815737686241
2018-04-30,SPY,0.010706762859538786
2018-04-30,VEA,0.010848190884267556
2018-04-30,EEM,0.013336636601552794
2018-04-30,IEF,0.004562517671857901
2018-04-30,TLT,0.006766081036356073
2018-04-30,TIP,0.0044571476717955
2018-04-30,LQD,0.00570462294652079
2018-04-30,VNQ,0.009303672679663085
2018-04-30,GLD,0.009081136849176333
2018-04-30,DBC,0.012050224635903897
2018-05-31,SPY,0.010689966488774237
2018-05-31,VEA,0.010838425691800276
2018-05-31,EEM,0.013305715216271576
2018-05-31,IEF,0.00454538650676395
2018-05-31,TLT,0.006786272934681688
2018-05-31,TIP,0.004443897271423625
2018-05-31,LQD,0.005709086877839418
2018-05-31,VNQ,0.009457641092719179
2018-05-31,GLD,0.009042461464463034
2018-05-31,DBC,0.01208758067391644
2018-06-29,SPY,0.01071910751541771
2018-06-29,VEA,0.010848755287627647
2018-06-29,EEM,0.013308482806210033
2018-06-29,IEF,0.004521497547578243
2018-06-29,TLT,0.006748665786519163
2018-06-29,TIP,0.0044446429100660784
2018-06-29,LQD,0.005742529400587288
2018-06-29,VNQ,0.009453129704463591
2018-06-29,GLD,0.008964920167111404
2018-06-29,DBC,0.01202935471881374
2018-07-31,SPY,0.010795102518041071
2018-07-31,VEA,0.010818651867793773
2018-07-31,EEM,0.013260237661345386
2018-07-31,IEF,0.004536135107445166
2018-07-31,TLT,0.006709607671956906
2018-07-31,TIP,0.004415310151656814
2018-07-31,LQD,0.005702686804623043
2018-07-31,VNQ,0.009423095497687077
2018-07-31,GLD,0.008958051144356728
2018-07-31,DBC,0.012145199369009103
2018-08-31,SPY,0.010845920132866622
2018-08-31,VEA,0.01083649624975311
2018-08-31,EEM,0.013386474301190443
2018-08-31,IEF,0.004555804618904636
2018-08-31,TLT,0.006726036204868423
2018-08-31,TIP,0.004432381103827632
2018-08-31,LQD,0.005686981103185513
2018-08-31,VNQ,0.009568712711697427
2018-08-31,GLD,0.008927037724078823
2018-08-31,DBC,0.012185274277664956
2018-09-28,SPY,0.010873773209895984
2018-09-28,VEA,0.010800671331202603
2018-09-28,EEM,0.01341200367733718
2018-09-28,IEF,0.004539599366175777
2018-09-28,TLT,0.0067269277884018375
2018-09-28,TIP,0.0044246830864138244
2018-09-28,LQD,0.005656080795100507
2018-09-28,VNQ,0.009628195387748359
2018-09-28,GLD,0.008929381486939794
2018-09-28,DBC,0.012150529510099903
2018-10-31,SPY,0.010872535014330192
2018-10-31,VEA,0.0108406472904577
2018-10-31,EEM,0.013408691508612578
2018-10-31,IEF,0.0045121743811109725
2018-10-31,TLT,0.006705277037021586
2018-10-31,TIP,0.004411174029822204
2018-10-31,LQD,0.0056395630302915395
2018-10-31,VNQ,0.009592750477004868
2018-10-31,GLD,0.008925090179196621
2018-10-31,DBC,0.012195044365274257
2018-11-30,SPY,0.010848302493991775
2018-11-30,VEA,0.010877272951751346
2018-11-30,EEM,0.013366040155528466
2018-11-30,IEF,0.004489784430941807
2018-11-30,TLT,0.006723201125466988
2018-11-30,TIP,0.004425276381530074
2018-11-30,LQD,0.005640967595635441
2018-11-30,VNQ,0.00960184669451592
2018-11-30,GLD,0.008917253727542642
2018-11-30,DBC,0.01218315368130604
2018-12-31,SPY,0.010983403625788776
2018-12-31,VEA,0.01091774571517863
2018-12-31,EEM,0.013514205941581306
2018-12-31,IEF,0.004475174064599191
2018-12-31,TLT,0.006698215467266482
2018-12-31,TIP,0.004417615106483783
2018-12-31,LQD,0.005628227427148469
2018-12-31,VNQ,0.009684363605548021
2018-12-31,GLD,0.008950681498975786
2018-12-31,DBC,0.012149346682224003
2019-01-31,SPY,0.011017697291611468
2019-01-31,VEA,0.0109419733008748
2019-01-31,EEM,0.013575669029175421
2019-01-31,IEF,0.004475331833681905
2019-01-31,TLT,0.006690452812255905
2019-01-31,TIP,0.004435087327807068
2019-01-31,LQD,0.005588568840867171
2019-01-31,VNQ,0.009635860152131429
2019-01-31,GLD,0.008950764088087362
2019-01-31,DBC,0.01204468924419442
2019-02-28,SPY,0.010997317089909782
2019-02-28,VEA,0.010989266691828715
2019-02-28,EEM,0.013550714904389862
2019-02-28,IEF,0.00451738656777671
2019-02-28,TLT,0.006792470209014495
2019-02-28,TIP,0.004505066754681318
2019-02-28,LQD,0.0055950156419263515
2019-02-28,VNQ,0.009649248980700598
2019-02-28,GLD,0.008893912782098208
2019-02-28,DBC,0.012198888194526794
2019-03-29,SPY,0.011014922351979005
2019-03-29,VEA,0.011047877060012331
2019-03-29,EEM,0.013540870761040458
2019-03-29,IEF,0.004526949851418296
2019-03-29,TLT,0.006817878360613745
2019-03-29,TIP,0.004508288870348172
2019-03-29,LQD,0.005584035020201621
2019-03-29,VNQ,0.009695369814423913
2019-03-29,GLD,0.008882778975819943
2019-03-29,DBC,0.01214705807647527
2019-04-30,SPY,0.010970611795658131
2019-04-30,VEA,0.010976484870137476
2019-04-30,EEM,0.013633300053373092
2019-04-30,IEF,0.004521139363715913
2019-04-30,TLT,0.006793916118632473
2019-04-30,TIP,0.004469235090106296
2019-04-30,LQD,0.005599241794586197
2019-04-30,VNQ,0.009739031425958925
2019-04-30,GLD,0.008832801932372377
2019-04-30,DBC,0.012197103315709888
2019-05-31,SPY,0.011012409542461195
2019-05-31,VEA,0.011098504588911576
2019-05-31,EEM,0.013641377693948978
2019-05-31,IEF,0.004558370420151182
2019-05-31,TLT,0.006853742934266324
2019-05-31,TIP,0.004510225981049955
2019-05-31,LQD,0.005583216826908377
2019-05-31,VNQ,0.009719517723539994
2019-05-31,GLD,0.008863213717411866
2019-05-31,DBC,0.01211604569766325
2019-06-28,SPY,0.011179362051909805
2019-06-28,VEA,0.011199065206132501
2019-06-28,EEM,0.01368824495980646
2019-06-28,IEF,0.004503615955049464
2019-06-28,TLT,0.006795452722288357
2019-06-28,TIP,0.0044610353338745265
2019-06-28,LQD,0.005580485626920163
2019-06-28,VNQ,0.009763578778972746
2019-06-28,GLD,0.00888303240170027
2019-06-28,DBC,0.012241553531058678
2019-07-31,SPY,0.011272640087429396
2019-07-31,VEA,0.011252473379396066
2019-07-31,EEM,0.013809425010948874
2019-07-31,IEF,0.004485294397927587
2019-07-31,TLT,0.006781545878275088
2019-07-31,TIP,0.004414559453163847
2019-07-31,LQD,0.005624125262506002
2019-07-31,VNQ,0.009778476357948224
2019-07-31,GLD,0.00893840452144691
2019-07-31,DBC,0.012166839639553376
2019-08-30,SPY,0.01128117407241466
2019-08-30,VEA,0.011253165927753309
2019-08-30,EEM,0.013639610101927538
2019-08-30,IEF,0.004471667014457631
2019-08-30,TLT,0.006751958526537146
2019-08-30,TIP,0.004420025829259101
2019-08-30,LQD,0.005622743862561201
2019-08-30,VNQ,0.009926515451430045
2019-08-30,GLD,0.008921544929007433
2019-08-30,DBC,0.01218891505063218
2019-09-30,SPY,0.011271181997489813
2019-09-30,VEA,0.01130309062137278
2019-09-30,EEM,0.013643062160241911
2019-09-30,IEF,0.004472526710904194
2019-09-30,TLT,0.0067576909496098545
2019-09-30,TIP,0.004418908933616059
2019-09-30,LQD,0.005619741225128455
2019-09-30,VNQ,0.009851756997736928
2019-09-30,GLD,0.00890368257411172
2019-09-30,DBC,0.012206123182974819
2019-10-31,SPY,0.01125770696829528
2019-10-31,VEA,0.011191272793663805
2019-10-31,EEM,0.013677004083982014
2019-10-31,IEF,0.004512639757796072
2019-10-31,TLT,0.006848025593771509
2019-10-31,TIP,0.004491754272795267
2019-10-31,LQD,0.005577287144482479
2019-10-31,VNQ,0.009914115167680735
2019-10-31,GLD,0.008959902928286554
2019-10-31,DBC,0.012354263275525352
2019-11-29,SPY,0.011297271678146661
2019-11-29,VEA,0.01112581086817671
2019-11-29,EEM,0.0136777645282467
2019-11-29,IEF,0.004509770007294816
2019-11-29,TLT,0.006824825838919744
2019-11-29,TIP,0.004484411460786981
2019-11-29,LQD,0.005558327720320648
2019-11-29,VNQ,0.009931010180917342
2019-11-29,GLD,0.008920305391352978
2019-11-29,DBC,0.012392056101086752
2019-12-31,SPY,0.011435454043248448
2019-12-31,VEA,0.01120055926515091
2019-12-31,EEM,0.013834722356471168
2019-12-31,IEF,0.004506347417351912
2019-12-31,TLT,0.006822130586746158
2019-12-31,TIP,0.004466788617313259
2019-12-31,LQD,0.005559093442663455
2019-12-31,VNQ,0.009958471739152224
2019-12-31,GLD,0.008866857810224464
2019-12-31,DBC,0.012496103918595281
2020-01-31,SPY,0.01141916371886658
2020-01-31,VEA,0.011236223731290006
2020-01-31,EEM,0.013852200568709403
2020-01-31,IEF,0.004498767976287528
2020-01-31,TLT,0.00676009857348218
2020-01-31,TIP,0.0044368114900978145
2020-01-31,LQD,0.00561109986523456
2020-01-31,VNQ,0.009951367328182411
2020-01-31,GLD,0.008781343831899666
2020-01-31,DBC,0.012485717602728411
2020-02-28,SPY,0.01150124548354738
2020-02-28,VEA,0.011427853437470452
2020-02-28,EEM,0.014049524478112758
2020-02-28,IEF,0.004574313256041619
2020-02-28,TLT,0.006870057376673609
2020-02-28,TIP,0.004480480487708113
2020-02-28,LQD,0.005570335108276694
2020-02-28,VNQ,0.009980558895374143
2020-02-28,GLD,0.00877953515145998
2020-02-28,DBC,0.012499729863564195
2020-03-31,SPY,0.01145149911019814
2020-03-31,VEA,0.0113335759469363
2020-03-31,EEM,0.014051410040815612
2020-03-31,IEF,0.004548300615500121
2020-03-31,TLT,0.00684063174197398
2020-03-31,TIP,0.004464079921670561
2020-03-31,LQD,0.005558431557457216
2020-03-31,VNQ,0.010083262140880025
2020-03-31,GLD,0.008687536490620599
2020-03-31,DBC,0.012400707863779165
2020-04-30,SPY,0.011362825426301558
2020-04-30,VEA,0.011271900681275206
2020-04-30,EEM,0.013926101641289601
2020-04-30,IEF,0.004556087221224392
2020-04-30,TLT,0.006846531084514751
2020-04-30,TIP,0.0044649557151641385
2020-04-30,LQD,0.005528108937141259
2020-04-30,VNQ,0.010100235284611934
2020-04-30,GLD,0.008665860645338455
2020-04-30,DBC,0.012460842445886602
2020-05-29,SPY,0.011312049177628817
2020-05-29,VEA,0.011233973874783707
2020-05-29,EEM,0.013906971902024038
2020-05-29,IEF,0.0044733252867324635
2020-05-29,TLT,0.006779332540026657
2020-05-29,TIP,0.004443433025475789
2020-05-29,LQD,0.0055186864048702875
2020-05-29,VNQ,0.01014173988960173
2020-05-29,GLD,0.008704323364738403
2020-05-29,DBC,0.012527058009365514
2020-06-30,SPY,0.011278798335381372
2020-06-30,VEA,0.011189498856869316
2020-06-30,EEM,0.013827817433588192
2020-06-30,IEF,0.0045176356840430434
2020-06-30,TLT,0.006835359891652524
2020-06-30,TIP,0.004478284330208422
2020-06-30,LQD,0.0055211815624978825
2020-06-30,VNQ,0.010227022857299633
2020-06-30,GLD,0.008738942313138546
2020-06-30,DBC,0.012613697673570685
2020-07-31,SPY,0.01130525635470075
2020-07-31,VEA,0.011179811619208564
2020-07-31,EEM,0.013780827359055984
2020-07-31,IEF,0.004556754691703697
2020-07-31,TLT,0.006880081488887612
2020-07-31,TIP,0.004487155340214853
2020-07-31,LQD,0.00553302545636423
2020-07-31,VNQ,0.010268276974274534
2020-07-31,GLD,0.00865505432374245
2020-07-31,DBC,0.012674495515528605
2020-08-31,SPY,0.011301846691641464
2020-08-31,VEA,0.01113292367296042
2020-08-31,EEM,0.013806127417689733
2020-08-31,IEF,0.004594569353548966
2020-08-31,TLT,0.0069099580487337366
2020-08-31,TIP,0.00452036542395262
2020-08-31,LQD,0.005481551681828847
2020-08-31,VNQ,0.01016017399129915
2020-08-31,GLD,0.00866584084120768
2020-08-31,DBC,0.012572281311997242
2020-09-30,SPY,0.011290958221224461
2020-09-30,VEA,0.011193738071723126
2020-09-30,EEM,0.013869412629967437
2020-09-30,IEF,0.004616823064523283
2020-09-30,TLT,0.006983370150603103
2020-09-30,TIP,0.004550084289485449
2020-09-30,LQD,0.005479960293505955
2020-09-30,VNQ,0.01018781884254863
2020-09-30,GLD,0.008629769352219156
2020-09-30,DBC,0.01250251195868284
2020-10-30,SPY,0.011302614564336864
2020-10-30,VEA,0.011172870573358152
2020-10-30,EEM,0.013899026809091736
2020-10-30,IEF,0.004575298556576316
2020-10-30,TLT,0.006952606749996797
2020-10-30,TIP,0.004541975739589912
2020-10-30,LQD,0.005531241063468344
2020-10-30,VNQ,0.01023267514488258
2020-10-30,GLD,0.008660808039569581
2020-10-30,DBC,0.01245042075898607
2020-11-30,SPY,0.011307022564640473
2020-11-30,VEA,0.011194568741582929
2020-11-30,EEM,0.013866394653685152
2020-11-30,IEF,0.004570539265500844
2020-11-30,TLT,0.007003779184665941
2020-11-30,TIP,0.004552791557867502
2020-11-30,LQD,0.005541592242333415
2020-11-30,VNQ,0.010246718357587475
2020-11-30,GLD,0.008642405545773151
2020-11-30,DBC,0.0124885179756138
2020-12-31,SPY,0.011180422010107334
2020-12-31,VEA,0.011167430193553924
2020-12-31,EEM,0.013835116957085936
2020-12-31,IEF,0.00454173473469884
2020-12-31,TLT,0.00697206813040038
2020-12-31,TIP,0.004532295753890073
2020-12-31,LQD,0.005448023651871283
2020-12-31,VNQ,0.010228035798701417
2020-12-31,GLD,0.008714369660101995
2020-12-31,DBC,0.012457659914034722
2021-01-29,SPY,0.011188085775579285
2021-01-29,VEA,0.01121886398052169
2021-01-29,EEM,0.013963774323660416
2021-01-29,IEF,0.004562738080214955
2021-01-29,TLT,0.006991427500039639
2021-01-29,TIP,0.0045496844078036
2021-01-29,LQD,0.005442988961269428
2021-01-29,VNQ,0.010245875279409756
2021-01-29,GLD,0.008631378785178305
2021-01-29,DBC,0.012519465648938254
2021-02-26,SPY,0.011225926262271677
2021-02-26,VEA,0.011214575805650696
2021-02-26,EEM,0.013919036127343328
2021-02-26,IEF,0.004588759054413258
2021-02-26,TLT,0.007036545319626082
2021-02-26,TIP,0.004571625242662298
2021-02-26,LQD,0.005442056012280126
2021-02-26,VNQ,0.010252789601840897
2021-02-26,GLD,0.00862711908940299
2021-02-26,DBC,0.012615213275135517
2021-03-31,SPY,0.011265192355078994
2021-03-31,VEA,0.011139596478114288
2021-03-31,EEM,0.013828553206867196
2021-03-31,IEF,0.004587387336556429
2021-03-31,TLT,0.007061224571304133
2021-03-31,TIP,0.004589116244594732
2021-03-31,LQD,0.005404158932778927
2021-03-31,VNQ,0.010108759265628339
2021-03-31,GLD,0.008674848223508246
2021-03-31,DBC,0.012680809840553132
2021-04-30,SPY,0.01122619562509392
2021-04-30,VEA,0.011109721464040061
2021-04-30,EEM,0.013878911074753936
2021-04-30,IEF,0.004579272487303569
2021-04-30,TLT,0.007014646486851198
2021-04-30,TIP,0.0045634569929272825
2021-04-30,LQD,0.0054097258811393635
2021-04-30,VNQ,0.010133945688663307
2021-04-30,GLD,0.008721929383189842
2021-04-30,DBC,0.012639475861656532
2021-05-31,SPY,0.011220464312345708
2021-05-31,VEA,0.01105005933349805
2021-05-31,EEM,0.01383636553523606
2021-05-31,IEF,0.0045855919441049435
2021-05-31,TLT,0.007049027031314501
2021-05-31,TIP,0.004564444685814543
2021-05-31,LQD,0.005357389754300785
2021-05-31,VNQ,0.010107017441505899
2021-05-31,GLD,0.008685776882259466
2021-05-31,DBC,0.012681045106269285
2021-06-30,SPY,0.011035639263908
2021-06-30,VEA,0.010951809905212178
2021-06-30,EEM,0.013665140092702864
2021-06-30,IEF,0.004565050080896672
2021-06-30,TLT,0.007043317052719989
2021-06-30,TIP,0.004576477405479267
2021-06-30,LQD,0.005387649071876667
2021-06-30,VNQ,0.010010305070996527
2021-06-30,GLD,0.008672204057276152
2021-06-30,DBC,0.012538517175920659
2021-07-30,SPY,0.011038284655658748
2021-07-30,VEA,0.011068129164238357
2021-07-30,EEM,0.01372583026250635
2021-07-30,IEF,0.004575402962762628
2021-07-30,TLT,0.007092322519586328
2021-07-30,TIP,0.004606378171294936
2021-07-30,LQD,0.005453954071607878
2021-07-30,VNQ,0.010023047953460868
2021-07-30,GLD,0.008656362224660138
2021-07-30,DBC,0.012602579570772343
2021-08-31,SPY,0.010989658821805873
2021-08-31,VEA,0.011103377530659219
2021-08-31,EEM,0.013721909505185885
2021-08-31,IEF,0.004592943692119786
2021-08-31,TLT,0.007105591612527214
2021-08-31,TIP,0.004634751123908081
2021-08-31,LQD,0.005477262455681441
2021-08-31,VNQ,0.010057039387348856
2021-08-31,GLD,0.008678432731092705
2021-08-31,DBC,0.012633180531404439
2021-09-30,SPY,0.011147767119930293
2021-09-30,VEA,0.011113665234990721
2021-09-30,EEM,0.01397724058528789
2021-09-30,IEF,0.004606403052272497
2021-09-30,TLT,0.00707491973679881
2021-09-30,TIP,0.004614004273356631
2021-09-30,LQD,0.005476007430724935
2021-09-30,VNQ,0.01003606794148253
2021-09-30,GLD,0.00864864841638794
2021-09-30,DBC,0.012613459646667954
2021-10-29,SPY,0.011158894894631443
2021-10-29,VEA,0.011034675328606537
2021-10-29,EEM,0.013999161255071942
2021-10-29,IEF,0.004632029770033828
2021-10-29,TLT,0.007083445811054298
2021-10-29,TIP,0.004627445673690803
2021-10-29,LQD,0.00549160484891691
2021-10-29,VNQ,0.010021524637484873
2021-10-29,GLD,0.008642645723981506
2021-10-29,DBC,0.012617420270433733
2021-11-30,SPY,0.011159009708719868
2021-11-30,VEA,0.011119511425811364
2021-11-30,EEM,0.014000834474268243
2021-11-30,IEF,0.004661083585284912
2021-11-30,TLT,0.007135306501657256
2021-11-30,TIP,0.004627174441992017
2021-11-30,LQD,0.005523685592575325
2021-11-30,VNQ,0.009990744753731884
2021-11-30,GLD,0.008775255826008212
2021-11-30,DBC,0.012628279410195635
2021-12-31,SPY,0.01107921715471154
2021-12-31,VEA,0.011067871052123304
2021-12-31,EEM,0.01396694191129359
2021-12-31,IEF,0.004650052966683587
2021-12-31,TLT,0.007140332694991798
2021-12-31,TIP,0.004624001161510436
2021-12-31,LQD,0.005502416694087451
2021-12-31,VNQ,0.009934509384795684
2021-12-31,GLD,0.00885656645907432
2021-12-31,DBC,0.012577613083169317
2022-01-31,SPY,0.011078685879667734
2022-01-31,VEA,0.0110806690251553
2022-01-31,EEM,0.013967881544822315
2022-01-31,IEF,0.004618789233944412
2022-01-31,TLT,0.007073262688145966
2022-01-31,TIP,0.004583711740992648
2022-01-31,LQD,0.005484775817565497
2022-01-31,VNQ,0.009958052527388768
2022-01-31,GLD,0.008890994928970575
2022-01-31,DBC,0.012510345845701397
2022-02-28,SPY,0.01099326537747511
2022-02-28,VEA,0.011013079521781629
2022-02-28,EEM,0.013920829281199408
2022-02-28,IEF,0.0046191303596379765
2022-02-28,TLT,0.007098434989219983
2022-02-28,TIP,0.0046176117718647915
2022-02-28,LQD,0.005477961770279699
2022-02-28,VNQ,0.009902694984660248
2022-02-28,GLD,0.00903140475183928
2022-02-28,DBC,0.012525072372873747
2022-03-31,SPY,0.011166653033017006
2022-03-31,VEA,0.011026556432918149
2022-03-31,EEM,0.013940927565994406
2022-03-31,IEF,0.004612824693957367
2022-03-31,TLT,0.007082566271449012
2022-03-31,TIP,0.004610083334077158
2022-03-31,LQD,0.005499320235103579
2022-03-31,VNQ,0.009891541906079937
2022-03-31,GLD,0.0090054234337508
2022-03-31,DBC,0.012541484517634
2022-04-29,SPY,0.011080891730503995
2022-04-29,VEA,0.010982395555399545
2022-04-29,EEM,0.013999264188038273
2022-04-29,IEF,0.004639640303064439
2022-04-29,TLT,0.007133188725423537
2022-04-29,TIP,0.004620513953701897
2022-04-29,LQD,0.005588605888892091
2022-04-29,VNQ,0.009891909965342177
2022-04-29,GLD,0.009031704834426129
2022-04-29,DBC,0.012559708010201133
2022-05-31,SPY,0.011023640545423229
2022-05-31,VEA,0.010927423212859283
2022-05-31,EEM,0.01394085884391536
2022-05-31,IEF,0.0046399966734114815
2022-05-31,TLT,0.0071313569806343
2022-05-31,TIP,0.004631142485327983
2022-05-31,LQD,0.005591818142859315
2022-05-31,VNQ,0.009935160959892084
2022-05-31,GLD,0.008990120731631914
2022-05-31,DBC,0.012497975075547457
2022-06-30,SPY,0.01089679464579022
2022-06-30,VEA,0.010757137213891606
2022-06-30,EEM,0.013715076858302156
2022-06-30,IEF,0.004630378091913424
2022-06-30,TLT,0.007135134397884348
2022-06-30,TIP,0.004612094484366655
2022-06-30,LQD,0.005520870935839122
2022-06-30,VNQ,0.009861596318264236
2022-06-30,GLD,0.008978714794255282
2022-06-30,DBC,0.01257775059779469
2022-07-29,SPY,0.010868505018087834
2022-07-29,VEA,0.010800915122337437
2022-07-29,EEM,0.013761125208726887
2022-07-29,IEF,0.004666915625859655
2022-07-29,TLT,0.007179604886035245
2022-07-29,TIP,0.004644877909734147
2022-07-29,LQD,0.005517048221590711
2022-07-29,VNQ,0.009899835358443965
2022-07-29,GLD,0.008943661042677463
2022-07-29,DBC,0.012553931919905295
2022-08-31,SPY,0.010996480155555767
2022-08-31,VEA,0.010835588361261925
2022-08-31,EEM,0.013878818934536396
2022-08-31,IEF,0.004640647801039943
2022-08-31,TLT,0.007138713990846521
2022-08-31,TIP,0.004596692225391054
2022-08-31,LQD,0.0055112601910439095
2022-08-31,VNQ,0.0099080045435065
2022-08-31,GLD,0.008933131027983035
2022-08-31,DBC,0.012595477684774795
2022-09-30,SPY,0.011070822271029538
2022-09-30,VEA,0.010811269479747131
2022-09-30,EEM,0.013802677982203426
2022-09-30,IEF,0.004620144055803919
