date,asset_i,asset_j,corr
2016-12-30,LQD,VEA,0.46386088332196646
2016-12-30,LQD,EEM,0.42613093557027754
2016-12-30,LQD,IEF,0.16974074556858695
2016-12-30,LQD,TLT,0.07292060959846533
2016-12-30,LQD,TIP,0.08560264019803772
2016-12-30,LQD,LQD,1.0
2016-12-30,LQD,VNQ,0.08419233158277686
2016-12-30,LQD,GLD,0.20477785322099987
2016-12-30,LQD,DBC,0.07357828414425098
2016-12-30,VNQ,SPY,0.22964930420244206
2016-12-30,VNQ,VEA,0.2168715130183316
2016-12-30,VNQ,EEM,0.16421145091428502
2016-12-30,VNQ,IEF,0.06274354806771763
2016-12-30,VNQ,TLT,0.1015733906456612
2016-12-30,VNQ,TIP,0.04359993186998594
2016-12-30,VNQ,LQD,0.08419233158277686
2016-12-30,VNQ,VNQ,0.9999999999999999
2016-12-30,VNQ,GLD,0.11253137221850323
2016-12-30,VNQ,DBC,0.28340627935112483
2016-12-30,GLD,SPY,0.21498068614068153
2016-12-30,GLD,VEA,0.24904226120437173
2016-12-30,GLD,EEM,0.21356671825197218
2016-12-30,GLD,IEF,0.10652311402847277
2016-12-30,GLD,TLT,0.1302164908467249
2016-12-30,GLD,TIP,0.133959984068614
2016-12-30,GLD,LQD,0.20477785322099987
2016-12-30,GLD,VNQ,0.11253137221850323
2016-12-30,GLD,GLD,1.0
2016-12-30,GLD,DBC,0.20687541434635845
2016-12-30,DBC,SPY,0.2234256200655147
2016-12-30,DBC,VEA,0.22227029153033984
2016-12-30,DBC,EEM,0.1347109585080557
2016-12-30,DBC,IEF,0.13789002473155193
2016-12-30,DBC,TLT,0.16534649947765725
2016-12-30,DBC,TIP,0.16048844096610096
2016-12-30,DBC,LQD,0.07357828414425098
2016-12-30,DBC,VNQ,0.28340627935112483
2016-12-30,DBC,GLD,0.20687541434635845
2016-12-30,DBC,DBC,1.0
2017-01-31,SPY,SPY,0.9999999999999999
2017-01-31,SPY,VEA,0.679558597738761
2017-01-31,SPY,EEM,0.6946006068962939
2017-01-31,SPY,IEF,-0.14138343775926232
2017-01-31,SPY,TLT,-0.16034859938263402
2017-01-31,SPY,TIP,-0.19389661694323124
2017-01-31,SPY,LQD,0.41712228502136134
2017-01-31,SPY,VNQ,0.21918890287937617
2017-01-31,SPY,GLD,0.23341807051674662
2017-01-31,SPY,DBC,0.2402184951865276
2017-01-31,VEA,SPY,0.679558597738761
2017-01-31,VEA,VEA,0.9999999999999999
2017-01-31,VEA,EEM,0.6921763644010727
2017-01-31,VEA,IEF,-0.11725867577679333
2017-01-31,VEA,TLT,-0.13837270402348215
2017-01-31,VEA,TIP,-0.14453266136820683
2017-01-31,VEA,LQD,0.45781793692476225
2017-01-31,VEA,VNQ,0.21654093124827253
2017-01-31,VEA,GLD,0.27045659453935217
2017-01-31,VEA,DBC,0.22308379004081477
2017-01-31,EEM,SPY,0.6946006068962939
2017-01-31,EEM,VEA,0.6921763644010727
2017-01-31,EEM,EEM,1.0
2017-01-31,EEM,IEF,-0.1469963259109326
2017-01-31,EEM,TLT,-0.15846842615729073
2017-01-31,EEM,TIP,-0.1913098899777251
2017-01-31,EEM,LQD,0.4313281602776129
2017-01-31,EEM,VNQ,0.1605565962676916
2017-01-31,EEM,GLD,0.25873781146484726
2017-01-31,EEM,DBC,0.14904399034795068
2017-01-31,IEF,SPY,-0.14138343775926232
2017-01-31,IEF,VEA,-0.11725867577679333
2017-01-31,IEF,EEM,-0.1469963259109326
2017-01-31,IEF,IEF,0.9999999999999999
2017-01-31,IEF,TLT,0.7239705858261897
2017-01-31,IEF,TIP,0.7200412714875288
2017-01-31,IEF,LQD,0.17803936277645716
2017-01-31,IEF,VNQ,0.04560059858141671
2017-01-31,IEF,GLD,0.10814216239741796
2017-01-31,IEF,DBC,0.1461013334990086
2017-01-31,TLT,SPY,-0.16034859938263402
2017-01-31,TLT,VEA,-0.13837270402348215
2017-01-31,TLT,EEM,-0.15846842615729073
2017-01-31,TLT,IEF,0.7239705858261897
2017-01-31,TLT,TLT,1.0
2017-01-31,TLT,TIP,0.7562490883317313
2017-01-31,TLT,LQD,0.07329025406458266
2017-01-31,TLT,VNQ,0.11112886967071729
2017-01-31,TLT,GLD,0.12193958517655909
2017-01-31,TLT,DBC,0.16279589731577657
2017-01-31,TIP,SPY,-0.19389661694323124
2017-01-31,TIP,VEA,-0.14453266136820683
2017-01-31,TIP,EEM,-0.1913098899777251
2017-01-31,TIP,IEF,0.7200412714875288
2017-01-31,TIP,TLT,0.7562490883317313
2017-01-31,TIP,TIP,0.9999999999999999
2017-01-31,TIP,LQD,0.08372754375870825
2017-01-31,TIP,VNQ,0.049378494857973576
2017-01-31,TIP,GLD,0.12587519438678235
2017-01-31,TIP,DBC,0.15766942947219484
2017-01-31,LQD,SPY,0.41712228502136134
2017-01-31,LQD,VEA,0.45781793692476225
2017-01-31,LQD,EEM,0.4313281602776129
2017-01-31,LQD,IEF,0.17803936277645716
2017-01-31,LQD,TLT,0.07329025406458266
2017-01-31,LQD,TIP,0.08372754375870825
2017-01-31,LQD,LQD,1.0
2017-01-31,LQD,VNQ,0.07419103614775069
2017-01-31,LQD,GLD,0.23552120769896753
2017-01-31,LQD,DBC,0.08792850649981589
2017-01-31,VNQ,SPY,0.21918890287937617
2017-01-31,VNQ,VEA,0.21654093124827253
2017-01-31,VNQ,EEM,0.1605565962676916
2017-01-31,VNQ,IEF,0.04560059858141671
2017-01-31,VNQ,TLT,0.11112886967071729
2017-01-31,VNQ,TIP,0.049378494857973576
2017-01-31,VNQ,LQD,0.07419103614775069
2017-01-31,VNQ,VNQ,0.9999999999999999
2017-01-31,VNQ,GLD,0.10582559757635579
2017-01-31,VNQ,DBC,0.2605521191111468
2017-01-31,GLD,SPY,0.23341807051674662
2017-01-31,GLD,VEA,0.27045659453935217
2017-01-31,GLD,EEM,0.25873781146484726
2017-01-31,GLD,IEF,0.10814216239741796
2017-01-31,GLD,TLT,0.12193958517655909
2017-01-31,GLD,TIP,0.12587519438678235
2017-01-31,GLD,LQD,0.23552120769896753
2017-01-31,GLD,VNQ,0.10582559757635579
2017-01-31,GLD,GLD,1.0
2017-01-31,GLD,DBC,0.23920288051059574
2017-01-31,DBC,SPY,0.2402184951865276
2017-01-31,DBC,VEA,0.22308379004081477
2017-01-31,DBC,EEM,0.14904399034795068
2017-01-31,DBC,IEF,0.1461013334990086
2017-01-31,DBC,TLT,0.16279589731577657
2017-01-31,DBC,TIP,0.15766942947219484
2017-01-31,DBC,LQD,0.08792850649981589
2017-01-31,DBC,VNQ,0.2605521191111468
2017-01-31,DBC,GLD,0.23920288051059574
2017-01-31,DBC,DBC,1.0
2017-02-28,SPY,SPY,1.0
2017-02-28,SPY,VEA,0.6834976583213048
2017-02-28,SPY,EEM,0.6901268731677868
2017-02-28,SPY,IEF,-0.13631649821274672
2017-02-28,SPY,TLT,-0.172560892834948
2017-02-28,SPY,TIP,-0.19185046749610682
2017-02-28,SPY,LQD,0.40915109085647805
2017-02-28,SPY,VNQ,0.23284768206968215
2017-02-28,SPY,GLD,0.22250818786287205
2017-02-28,SPY,DBC,0.2610522950166885
2017-02-28,VEA,SPY,0.6834976583213048
2017-02-28,VEA,VEA,1.0
2017-02-28,VEA,EEM,0.6943728346665685
2017-02-28,VEA,IEF,-0.10862429955225088
2017-02-28,VEA,TLT,-0.1386221453674941
2017-02-28,VEA,TIP,-0.1398909202791445
2017-02-28,VEA,LQD,0.45319348186505715
2017-02-28,VEA,VNQ,0.21564207738337493
2017-02-28,VEA,GLD,0.2619931465401737
2017-02-28,VEA,DBC,0.23819543278002583
2017-02-28,EEM,SPY,0.6901268731677868
2017-02-28,EEM,VEA,0.6943728346665685
2017-02-28,EEM,EEM,1.0
2017-02-28,EEM,IEF,-0.1253140605071347
2017-02-28,EEM,TLT,-0.14972781276523653
2017-02-28,EEM,TIP,-0.1734408868231903
2017-02-28,EEM,LQD,0.42329545973760263
2017-02-28,EEM,VNQ,0.1637372858588647
2017-02-28,EEM,GLD,0.2265711266340133
2017-02-28,EEM,DBC,0.1819729290578282
2017-02-28,IEF,SPY,-0.13631649821274672
2017-02-28,IEF,VEA,-0.10862429955225088
2017-02-28,IEF,EEM,-0.1253140605071347
2017-02-28,IEF,IEF,0.9999999999999999
2017-02-28,IEF,TLT,0.7282766058655398
2017-02-28,IEF,TIP,0.7318133228344443
2017-02-28,IEF,LQD,0.16549686746641498
2017-02-28,IEF,VNQ,0.058002565986253765
2017-02-28,IEF,GLD,0.09254951148721402
2017-02-28,IEF,DBC,0.15643140278651818
2017-02-28,TLT,SPY,-0.172560892834948
2017-02-28,TLT,VEA,-0.1386221453674941
2017-02-28,TLT,EEM,-0.14972781276523653
2017-02-28,TLT,IEF,0.7282766058655398
2017-02-28,TLT,TLT,1.0
2017-02-28,TLT,TIP,0.759452260568799
2017-02-28,TLT,LQD,0.0847188560270934
2017-02-28,TLT,VNQ,0.09256079183329229
2017-02-28,TLT,GLD,0.11308473637611265
2017-02-28,TLT,DBC,0.15136114091189562
2017-02-28,TIP,SPY,-0.19185046749610682
2017-02-28,TIP,VEA,-0.1398909202791445
2017-02-28,TIP,EEM,-0.1734408868231903
2017-02-28,TIP,IEF,0.7318133228344443
2017-02-28,TIP,TLT,0.759452260568799
2017-02-28,TIP,TIP,0.9999999999999999
2017-02-28,TIP,LQD,0.08589159014273492
2017-02-28,TIP,VNQ,0.059767251599368174
2017-02-28,TIP,GLD,0.10684166054022852
2017-02-28,TIP,DBC,0.149959049964807
2017-02-28,LQD,SPY,0.40915109085647805
2017-02-28,LQD,VEA,0.45319348186505715
2017-02-28,LQD,EEM,0.42329545973760263
2017-02-28,LQD,IEF,0.16549686746641498
2017-02-28,LQD,TLT,0.0847188560270934
2017-02-28,LQD,TIP,0.08589159014273492
2017-02-28,LQD,LQD,1.0
2017-02-28,LQD,VNQ,0.0556651214746679
2017-02-28,LQD,GLD,0.22750091884199042
2017-02-28,LQD,DBC,0.0703859716466849
2017-02-28,VNQ,SPY,0.23284768206968215
2017-02-28,VNQ,VEA,0.21564207738337493
2017-02-28,VNQ,EEM,0.1637372858588647
2017-02-28,VNQ,IEF,0.058002565986253765
2017-02-28,VNQ,TLT,0.09256079183329229
2017-02-28,VNQ,TIP,0.059767251599368174
2017-02-28,VNQ,LQD,0.0556651214746679
2017-02-28,VNQ,VNQ,1.0
2017-02-28,VNQ,GLD,0.08323833966376364
2017-02-28,VNQ,DBC,0.28281134008490666
2017-02-28,GLD,SPY,0.22250818786287205
2017-02-28,GLD,VEA,0.2619931465401737
2017-02-28,GLD,EEM,0.2265711266340133
2017-02-28,GLD,IEF,0.09254951148721402
2017-02-28,GLD,TLT,0.11308473637611265
2017-02-28,GLD,TIP,0.10684166054022852
2017-02-28,GLD,LQD,0.22750091884199042
2017-02-28,GLD,VNQ,0.08323833966376364
2017-02-28,GLD,GLD,1.0
2017-02-28,GLD,DBC,0.20302747129378576
2017-02-28,DBC,SPY,0.2610522950166885
2017-02-28,DBC,VEA,0.23819543278002583
2017-02-28,DBC,EEM,0.1819729290578282
2017-02-28,DBC,IEF,0.15643140278651818
2017-02-28,DBC,TLT,0.15136114091189562
2017-02-28,DBC,TIP,0.149959049964807
2017-02-28,DBC,LQD,0.0703859716466849
2017-02-28,DBC,VNQ,0.28281134008490666
2017-02-28,DBC,GLD,0.20302747129378576
2017-02-28,DBC,DBC,1.0
2017-03-31,SPY,SPY,1.0
2017-03-31,SPY,VEA,0.6828576204990023
2017-03-31,SPY,EEM,0.6935433113810939
2017-03-31,SPY,IEF,-0.1458808487708121
2017-03-31,SPY,TLT,-0.19666414662709353
2017-03-31,SPY,TIP,-0.2128142038472188
2017-03-31,SPY,LQD,0.41871459113773934
2017-03-31,SPY,VNQ,0.23622963178945292
2017-03-31,SPY,GLD,0.23839637382207435
2017-03-31,SPY,DBC,0.26043670833160903
2017-03-31,VEA,SPY,0.6828576204990023
2017-03-31,VEA,VEA,1.0
2017-03-31,VEA,EEM,0.6963151667837062
2017-03-31,VEA,IEF,-0.11991997105707926
2017-03-31,VEA,TLT,-0.1494589323794874
2017-03-31,VEA,TIP,-0.13779474633773137
2017-03-31,VEA,LQD,0.45955851466529524
2017-03-31,VEA,VNQ,0.23742088214666035
2017-03-31,VEA,GLD,0.2725636539476801
2017-03-31,VEA,DBC,0.22829912670088376
2017-03-31,EEM,SPY,0.6935433113810939
2017-03-31,EEM,VEA,0.6963151667837062
2017-03-31,EEM,EEM,0.9999999999999999
2017-03-31,EEM,IEF,-0.12389955842653405
2017-03-31,EEM,TLT,-0.14844538404708948
2017-03-31,EEM,TIP,-0.1714236442080845
2017-03-31,EEM,LQD,0.44735418401002525
2017-03-31,EEM,VNQ,0.17482185914578807
2017-03-31,EEM,GLD,0.2416040297442971
2017-03-31,EEM,DBC,0.17705870432301854
2017-03-31,IEF,SPY,-0.1458808487708121
2017-03-31,IEF,VEA,-0.11991997105707926
2017-03-31,IEF,EEM,-0.12389955842653405
2017-03-31,IEF,IEF,0.9999999999999999
2017-03-31,IEF,TLT,0.7303799737435415
2017-03-31,IEF,TIP,0.7328242467289107
2017-03-31,IEF,LQD,0.16512812992796322
2017-03-31,IEF,VNQ,0.059721834394275385
2017-03-31,IEF,GLD,0.09764714098915579
2017-03-31,IEF,DBC,0.139664626139454
2017-03-31,TLT,SPY,-0.19666414662709353
2017-03-31,TLT,VEA,-0.1494589323794874
2017-03-31,TLT,EEM,-0.14844538404708948
2017-03-31,TLT,IEF,0.7303799737435415
2017-03-31,TLT,TLT,1.0
2017-03-31,TLT,TIP,0.7607906651369937
2017-03-31,TLT,LQD,0.08797509340976259
2017-03-31,TLT,VNQ,0.08758160187269103
2017-03-31,TLT,GLD,0.10861538093157448
2017-03-31,TLT,DBC,0.1288151242503368
2017-03-31,TIP,SPY,-0.2128142038472188
2017-03-31,TIP,VEA,-0.13779474633773137
2017-03-31,TIP,EEM,-0.1714236442080845
2017-03-31,TIP,IEF,0.7328242467289107
2017-03-31,TIP,TLT,0.7607906651369937
2017-03-31,TIP,TIP,1.0
2017-03-31,TIP,LQD,0.08591345498369765
2017-03-31,TIP,VNQ,0.06214604803610069
2017-03-31,TIP,GLD,0.11119279662673018
2017-03-31,TIP,DBC,0.13405030253916034
2017-03-31,LQD,SPY,0.41871459113773934
2017-03-31,LQD,VEA,0.45955851466529524
2017-03-31,LQD,EEM,0.44735418401002525
2017-03-31,LQD,IEF,0.16512812992796322
2017-03-31,LQD,TLT,0.08797509340976259
2017-03-31,LQD,TIP,0.08591345498369765
2017-03-31,LQD,LQD,1.0
2017-03-31,LQD,VNQ,0.06850177195646609
2017-03-31,LQD,GLD,0.2398771724476212
2017-03-31,LQD,DBC,0.058094918695807796
2017-03-31,VNQ,SPY,0.23622963178945292
2017-03-31,VNQ,VEA,0.23742088214666035
2017-03-31,VNQ,EEM,0.17482185914578807
2017-03-31,VNQ,IEF,0.059721834394275385
2017-03-31,VNQ,TLT,0.08758160187269103
2017-03-31,VNQ,TIP,0.06214604803610069
2017-03-31,VNQ,LQD,0.06850177195646609
2017-03-31,VNQ,VNQ,1.0
2017-03-31,VNQ,GLD,0.09902882226403367
2017-03-31,VNQ,DBC,0.2748992023529064
2017-03-31,GLD,SPY,0.23839637382207435
2017-03-31,GLD,VEA,0.2725636539476801
2017-03-31,GLD,EEM,0.2416040297442971
2017-03-31,GLD,IEF,0.09764714098915579
2017-03-31,GLD,TLT,0.10861538093157448
2017-03-31,GLD,TIP,0.11119279662673018
2017-03-31,GLD,LQD,0.2398771724476212
2017-03-31,GLD,VNQ,0.09902882226403367
2017-03-31,GLD,GLD,1.0
2017-03-31,GLD,DBC,0.18792772459171003
2017-03-31,DBC,SPY,0.26043670833160903
2017-03-31,DBC,VEA,0.22829912670088376
2017-03-31,DBC,EEM,0.17705870432301854
2017-03-31,DBC,IEF,0.139664626139454
2017-03-31,DBC,TLT,0.1288151242503368
2017-03-31,DBC,TIP,0.13405030253916034
2017-03-31,DBC,LQD,0.058094918695807796
2017-03-31,DBC,VNQ,0.2748992023529064
2017-03-31,DBC,GLD,0.18792772459171003
2017-03-31,DBC,DBC,1.0
2017-04-28,SPY,SPY,1.0
2017-04-28,SPY,VEA,0.6935879257476516
2017-04-28,SPY,EEM,0.697472861729419
2017-04-28,SPY,IEF,-0.1500112777240904
2017-04-28,SPY,TLT,-0.1921705139158693
2017-04-28,SPY,TIP,-0.2175610246176249
2017-04-28,SPY,LQD,0.4171899918101233
2017-04-28,SPY,VNQ,0.24282384825833683
2017-04-28,SPY,GLD,0.24124527815389757
2017-04-28,SPY,DBC,0.27129536424844003
2017-04-28,VEA,SPY,0.6935879257476516
2017-04-28,VEA,VEA,0.9999999999999999
2017-04-28,VEA,EEM,0.7095368968025323
2017-04-28,VEA,IEF,-0.12250633149070216
2017-04-28,VEA,TLT,-0.15515375866520917
2017-04-28,VEA,TIP,-0.1588637365446853
2017-04-28,VEA,LQD,0.45625421060522053
2017-04-28,VEA,VNQ,0.23513253758810743
2017-04-28,VEA,GLD,0.2742491778817723
2017-04-28,VEA,DBC,0.24801444766320735
2017-04-28,EEM,SPY,0.697472861729419
2017-04-28,EEM,VEA,0.7095368968025323
2017-04-28,EEM,EEM,1.0
2017-04-28,EEM,IEF,-0.12781728254448071
2017-04-28,EEM,TLT,-0.15667478540020408
2017-04-28,EEM,TIP,-0.19479177934708763
2017-04-28,EEM,LQD,0.44620045404185593
2017-04-28,EEM,VNQ,0.1664466363846017
2017-04-28,EEM,GLD,0.25324086553019615
2017-04-28,EEM,DBC,0.18103158231961994
2017-04-28,IEF,SPY,-0.1500112777240904
2017-04-28,IEF,VEA,-0.12250633149070216
2017-04-28,IEF,EEM,-0.12781728254448071
2017-04-28,IEF,IEF,1.0
2017-04-28,IEF,TLT,0.7318977703993271
2017-04-28,IEF,TIP,0.7331726865272522
2017-04-28,IEF,LQD,0.1610245992150006
2017-04-28,IEF,VNQ,0.06405006556072101
2017-04-28,IEF,GLD,0.1061480334440774
2017-04-28,IEF,DBC,0.1509603944830758
2017-04-28,TLT,SPY,-0.1921705139158693
2017-04-28,TLT,VEA,-0.15515375866520917
2017-04-28,TLT,EEM,-0.15667478540020408
2017-04-28,TLT,IEF,0.7318977703993271
2017-04-28,TLT,TLT,1.0
2017-04-28,TLT,TIP,0.7620877114608542
2017-04-28,TLT,LQD,0.09538090786586767
2017-04-28,TLT,VNQ,0.08499248908590104
2017-04-28,TLT,GLD,0.12170304083791898
2017-04-28,TLT,DBC,0.1290380181632807
2017-04-28,TIP,SPY,-0.2175610246176249
2017-04-28,TIP,VEA,-0.1588637365446853
2017-04-28,TIP,EEM,-0.19479177934708763
2017-04-28,TIP,IEF,0.7331726865272522
2017-04-28,TIP,TLT,0.7620877114608542
2017-04-28,TIP,TIP,1.0
2017-04-28,TIP,LQD,0.07056636108117684
2017-04-28,TIP,VNQ,0.06384655600714713
2017-04-28,TIP,GLD,0.12062202272079901
2017-04-28,TIP,DBC,0.13791360915004322
2017-04-28,LQD,SPY,0.4171899918101233
2017-04-28,LQD,VEA,0.45625421060522053
2017-04-28,LQD,EEM,0.44620045404185593
2017-04-28,LQD,IEF,0.1610245992150006
2017-04-28,LQD,TLT,0.09538090786586767
2017-04-28,LQD,TIP,0.07056636108117684
2017-04-28,LQD,LQD,1.0
2017-04-28,LQD,VNQ,0.0727606466422489
2017-04-28,LQD,GLD,0.21822390707015174
2017-04-28,LQD,DBC,0.07819963380719612
2017-04-28,VNQ,SPY,0.24282384825833683
2017-04-28,VNQ,VEA,0.23513253758810743
2017-04-28,VNQ,EEM,0.1664466363846017
2017-04-28,VNQ,IEF,0.06405006556072101
2017-04-28,VNQ,TLT,0.08499248908590104
2017-04-28,VNQ,TIP,0.06384655600714713
2017-04-28,VNQ,LQD,0.0727606466422489
2017-04-28,VNQ,VNQ,1.0
2017-04-28,VNQ,GLD,0.07053510190828934
2017-04-28,VNQ,DBC,0.26050703616920295
2017-04-28,GLD,SPY,0.24124527815389757
2017-04-28,GLD,VEA,0.2742491778817723
2017-04-28,GLD,EEM,0.25324086553019615
2017-04-28,GLD,IEF,0.1061480334440774
2017-04-28,GLD,TLT,0.12170304083791898
2017-04-28,GLD,TIP,0.12062202272079901
2017-04-28,GLD,LQD,0.21822390707015174
2017-04-28,GLD,VNQ,0.07053510190828934
2017-04-28,GLD,GLD,1.0
2017-04-28,GLD,DBC,0.16800979875612304
2017-04-28,DBC,SPY,0.27129536424844003
2017-04-28,DBC,VEA,0.24801444766320735
2017-04-28,DBC,EEM,0.18103158231961994
2017-04-28,DBC,IEF,0.1509603944830758
2017-04-28,DBC,TLT,0.1290380181632807
2017-04-28,DBC,TIP,0.13791360915004322
2017-04-28,DBC,LQD,0.07819963380719612
2017-04-28,DBC,VNQ,0.26050703616920295
2017-04-28,DBC,GLD,0.16800979875612304
2017-04-28,DBC,DBC,1.0
2017-05-31,SPY,SPY,1.0
2017-05-31,SPY,VEA,0.7005078486901235
2017-05-31,SPY,EEM,0.7028586435832467
2017-05-31,SPY,IEF,-0.150545939170639
2017-05-31,SPY,TLT,-0.19884165430321135
2017-05-31,SPY,TIP,-0.2174169700139104
2017-05-31,SPY,LQD,0.4178420965279946
2017-05-31,SPY,VNQ,0.22166081967886955
2017-05-31,SPY,GLD,0.24922377151680514
2017-05-31,SPY,DBC,0.27204833908306164
2017-05-31,VEA,SPY,0.7005078486901235
2017-05-31,VEA,VEA,0.9999999999999999
2017-05-31,VEA,EEM,0.7151881911207975
2017-05-31,VEA,IEF,-0.1213617960624979
2017-05-31,VEA,TLT,-0.15902191304865915
2017-05-31,VEA,TIP,-0.15772640874397664
2017-05-31,VEA,LQD,0.4503052948633977
2017-05-31,VEA,VNQ,0.22715510836323194
2017-05-31,VEA,GLD,0.2809686037554188
2017-05-31,VEA,DBC,0.24534757788114275
2017-05-31,EEM,SPY,0.7028586435832467
2017-05-31,EEM,VEA,0.7151881911207975
2017-05-31,EEM,EEM,1.0
2017-05-31,EEM,IEF,-0.13107959111407627
2017-05-31,EEM,TLT,-0.1610967889059381
2017-05-31,EEM,TIP,-0.1920131325368761
2017-05-31,EEM,LQD,0.44631774550680353
2017-05-31,EEM,VNQ,0.1507388014657202
2017-05-31,EEM,GLD,0.2442477266468843
2017-05-31,EEM,DBC,0.1750603992059178
2017-05-31,IEF,SPY,-0.150545939170639
2017-05-31,IEF,VEA,-0.1213617960624979
2017-05-31,IEF,EEM,-0.13107959111407627
2017-05-31,IEF,IEF,1.0
2017-05-31,IEF,TLT,0.7374963270814665
2017-05-31,IEF,TIP,0.7398201027079322
2017-05-31,IEF,LQD,0.15108941831425027
2017-05-31,IEF,VNQ,0.071635035762609
2017-05-31,IEF,GLD,0.11904380183439221
2017-05-31,IEF,DBC,0.15690233329513958
2017-05-31,TLT,SPY,-0.19884165430321135
2017-05-31,TLT,VEA,-0.15902191304865915
2017-05-31,TLT,EEM,-0.1610967889059381
2017-05-31,TLT,IEF,0.7374963270814665
2017-05-31,TLT,TLT,1.0
2017-05-31,TLT,TIP,0.7619244278147
2017-05-31,TLT,LQD,0.0896078550505851
2017-05-31,TLT,VNQ,0.07975096005715822
2017-05-31,TLT,GLD,0.1275752285300557
2017-05-31,TLT,DBC,0.1365079318084888
2017-05-31,TIP,SPY,-0.2174169700139104
2017-05-31,TIP,VEA,-0.15772640874397664
2017-05-31,TIP,EEM,-0.1920131325368761
2017-05-31,TIP,IEF,0.7398201027079322
2017-05-31,TIP,TLT,0.7619244278147
2017-05-31,TIP,TIP,1.0
2017-05-31,TIP,LQD,0.07630945548490857
2017-05-31,TIP,VNQ,0.07727159970049506
2017-05-31,TIP,GLD,0.12336841861923366
2017-05-31,TIP,DBC,0.15072742913235262
2017-05-31,LQD,SPY,0.4178420965279946
2017-05-31,LQD,VEA,0.4503052948633977
2017-05-31,LQD,EEM,0.44631774550680353
2017-05-31,LQD,IEF,0.15108941831425027
2017-05-31,LQD,TLT,0.0896078550505851
2017-05-31,LQD,TIP,0.07630945548490857
2017-05-31,LQD,LQD,1.0
2017-05-31,LQD,VNQ,0.0598818281605889
2017-05-31,LQD,GLD,0.21637021741272167
2017-05-31,LQD,DBC,0.06919213355313762
2017-05-31,VNQ,SPY,0.22166081967886955
2017-05-31,VNQ,VEA,0.22715510836323194
2017-05-31,VNQ,EEM,0.1507388014657202
2017-05-31,VNQ,IEF,0.071635035762609
2017-05-31,VNQ,TLT,0.07975096005715822
2017-05-31,VNQ,TIP,0.07727159970049506
2017-05-31,VNQ,LQD,0.0598818281605889
2017-05-31,VNQ,VNQ,0.9999999999999999
2017-05-31,VNQ,GLD,0.08156930756889554
2017-05-31,VNQ,DBC,0.2612314400869079
2017-05-31,GLD,SPY,0.24922377151680514
2017-05-31,GLD,VEA,0.2809686037554188
